"","age","age2","female","clase","p6210","relab","p6210s1","college","cotPension","cuentaPropia","estrato1","fex_c","formal","fweight","hoursWorkUsual","inglabo","ingtot","impa","isa","maxEducLevel","mes","microEmpresa","oficio","p6050","p6426","y_ingLab_m","y_ingLab_m_ha","y_salarySec_m","y_salary_m_hu","y_total_m","y_total_m_ha"
"9183",56,3136,0,1,6,4,2,0,2,1,3,196.022272074457,0,196,16,0,3e+06,0,0,7,7,1,98,3,6,NA,NA,NA,NA,NA,NA
"9184",29,841,0,1,6,1,2,0,2,0,3,251.676055549586,0,252,36,6e+05,6e+05,6e+05,0,7,7,1,58,1,3,6e+05,3888.88891601562,NA,3888.88891601562,6e+05,3888.88891601562
"9185",30,900,0,1,5,1,11,1,2,0,3,251.676055549586,0,252,60,9e+05,950000,9e+05,0,6,7,1,99,5,0,9e+05,3500,NA,3500,9e+05,3500
"9186",53,2809,1,1,4,4,9,0,2,1,3,265.75855297061,0,266,35,1200000,2200000,1200000,0,5,7,1,45,1,36,NA,NA,NA,NA,1200000,8000
"9187",30,900,0,1,6,1,6,0,1,0,2,272.178981996865,1,272,48,2096544.33333333,2096544.33333333,2096544.33333333,0,7,7,0,19,1,24,2096544.375,10191.53515625,NA,9236.111328125,2096544.375,10191.53515625
"9188",34,1156,1,1,6,2,5,0,1,0,2,272.178981996865,1,272,48,1902144.33333333,1902144.33333333,1902144.33333333,0,7,7,0,59,2,120,1842144.375,8954.8681640625,NA,8020.83349609375,1842144.375,8954.8681640625
"9189",36,1296,0,1,4,1,9,0,1,0,2,258.996970583498,1,259,69,1017500,1017500,1017500,0,5,7,0,58,2,4,1017500,3440.8212890625,NA,3212.56030273438,1017500,3440.8212890625
"9190",18,324,0,1,5,1,11,1,2,0,2,258.996970583498,0,259,48,938615.333333333,1538615.33333333,938615.333333333,0,6,7,0,45,3,7,938615.3125,4562.71337890625,NA,3797.89868164062,938615.3125,4562.71337890625
"9191",41,1681,1,1,5,3,11,1,2,0,2,370.479846104715,0,370,32,2e+05,512000,2e+05,0,6,7,1,54,1,0,2e+05,1458.33337402344,NA,1458.33337402344,2e+05,1458.33337402344
"9192",39,1521,0,1,3,1,3,0,1,0,2,370.479846104715,1,370,50,869453,869453,869453,0,3,7,0,98,5,1,869453,4057.447265625,NA,3645.7958984375,869453,4057.447265625
"9193",24,576,1,1,4,3,9,0,2,0,2,370.479846104715,0,370,32,80000,80000,80000,0,5,7,1,54,9,1,80000,583.333312988281,NA,583.333312988281,80000,583.333312988281
"9194",30,900,0,1,6,1,3,0,1,0,2,240.970232182114,1,241,48,1063211,1063211,1063211,0,7,7,0,3,1,18,1063211,5168.38671875,NA,4375,1063211,5168.38671875
"9195",23,529,0,1,5,1,11,1,1,0,2,240.970232182114,1,241,48,1369453,1619453,1369453,0,6,7,0,39,5,9,1369453,6657.06298828125,NA,3797.7041015625,1369453,6657.06298828125
"9196",69,4761,0,1,4,4,7,0,2,1,2,216.504641308547,0,217,60,0,1300000,0,0,5,7,1,41,1,456,NA,NA,NA,NA,NA,NA
"9197",62,3844,1,1,3,6,2,0,2,0,2,216.504641308547,0,217,8,NA,83333,NA,0,3,7,1,45,2,456,NA,NA,NA,NA,NA,NA
"9198",21,441,1,1,5,1,11,1,1,0,2,322.25350752801,1,322,48,1318700,1318700,1318700,0,6,7,0,33,3,1,1318700,6410.34716796875,NA,5833.33349609375,1318700,6410.34716796875
"9199",26,676,0,1,6,1,4,0,1,0,3,340.280245929394,1,340,48,1041666.66666667,1041666.66666667,1041666.66666667,0,7,7,0,38,1,36,1041666.6875,5063.65771484375,NA,4861.111328125,1041666.6875,5063.65771484375
"9200",38,1444,1,1,6,1,5,0,1,0,3,340.280245929394,1,340,48,1905000,1905000,1905000,0,7,7,0,19,5,120,1905000,9260.4169921875,NA,8750,1905000,9260.4169921875
"9201",40,1600,0,1,5,4,11,1,2,1,2,272.178981996865,0,272,40,4e+05,7e+05,4e+05,0,6,7,1,85,1,48,NA,NA,NA,NA,4e+05,2333.33325195312
"9202",30,900,1,1,5,4,11,1,2,1,2,272.178981996865,0,272,24,4e+05,4e+05,4e+05,0,6,7,1,54,2,7,NA,NA,NA,NA,4e+05,3888.88891601562
"9203",49,2401,0,1,5,1,11,1,1,0,2,171.128115731703,1,171,48,2065250,2065250,2065250,0,6,7,0,3,1,248,2065250,10039.41015625,NA,8263.888671875,2065250,10039.41015625
"9204",56,3136,1,1,5,1,11,1,1,0,2,234.510822496742,1,235,48,934611,934611,934611,0,6,7,0,33,1,30,934611,4543.248046875,NA,3798.47216796875,934611,4543.248046875
"9205",29,841,0,1,6,2,6,0,1,0,2,234.510822496742,1,235,45,1488945,1488945,1488945,0,7,7,0,19,3,36,1488945,7720.45556640625,NA,6222.22216796875,1488945,7720.45556640625
"9206",31,961,0,1,6,4,7,0,1,1,2,232.330777603294,1,232,40,0,6e+05,0,0,7,7,0,13,2,10,NA,NA,NA,NA,NA,NA
"9207",54,2916,1,1,6,4,3,0,1,1,2,368.522140947836,1,369,40,120000,120000,120000,0,7,7,1,45,1,120,NA,NA,NA,NA,120000,700
"9208",33,1089,0,1,5,1,11,1,1,0,2,368.522140947836,1,369,48,962786.333333333,962786.333333333,962786.333333333,0,6,7,0,38,3,60,962786.3125,4680.21142578125,NA,3797.7041015625,962786.3125,4680.21142578125
"9209",32,1024,0,1,6,1,3,0,1,0,2,368.522140947836,1,369,48,991953,991953,991953,0,7,7,0,39,5,16,991953,4821.99365234375,NA,3797.7041015625,991953,4821.99365234375
"9210",31,961,0,1,6,2,2,0,1,0,2,313.123386198776,1,313,65,2475000,2475000,2475000,0,7,7,0,58,1,175,2475000,8884.615234375,NA,8256.41015625,2475000,8884.615234375
"9211",50,2500,0,1,4,4,7,0,2,1,2,238.514601349407,0,239,78,9e+05,9e+05,9e+05,0,5,7,0,36,3,2,NA,NA,NA,NA,9e+05,2692.3076171875
"9212",42,1764,1,1,6,4,1,0,2,1,2,238.514601349407,0,239,40,4e+05,4e+05,4e+05,0,7,7,1,80,3,24,NA,NA,NA,NA,4e+05,2333.33325195312
"9213",20,400,0,1,6,1,2,0,1,0,2,238.514601349407,1,239,48,1765000,1765000,1765000,0,7,7,0,84,4,15,1625000,7899.3056640625,NA,7291.66650390625,1625000,7899.3056640625
"9214",59,3481,1,1,1,3,0,0,2,0,2,246.117131871871,0,246,27,550000,730000,550000,0,1,7,1,54,1,7,550000,4753.08642578125,NA,4753.08642578125,550000,4753.08642578125
"9215",35,1225,1,1,5,1,11,1,1,0,2,246.117131871871,1,246,48,1045000,1245000,1045000,0,6,7,0,55,3,8,1045000,5079.861328125,NA,4520.83349609375,1045000,5079.861328125
"9216",56,3136,0,1,4,5,7,0,2,0,3,232.094172323153,0,232,20,2e+06,3e+06,2e+06,0,5,7,1,45,1,240,NA,NA,NA,NA,2e+06,23333.333984375
"9217",48,2304,1,1,4,5,6,0,2,0,3,232.094172323153,0,232,48,2e+06,2e+06,2e+06,0,5,7,1,41,2,48,NA,NA,NA,NA,2e+06,9722.22265625
"9218",41,1681,0,1,6,2,5,0,1,0,2,263.282364924715,1,263,40,3375000,3375000,3375000,0,7,7,0,11,1,36,3375000,19687.5,NA,17500,3375000,19687.5
"9219",34,1156,1,1,6,4,1,0,2,1,2,265.75855297061,0,266,84,1e+06,1e+06,1e+06,0,7,7,1,98,1,12,NA,NA,NA,NA,1e+06,2777.77783203125
"9220",59,3481,0,1,5,4,11,1,1,1,2,227.808777981935,1,228,60,3500000,3500000,3500000,0,6,7,1,44,2,420,NA,NA,NA,NA,3500000,13611.111328125
"9221",20,400,0,1,6,4,2,0,2,1,2,227.808777981935,0,228,25,650000,650000,5e+05,150000,7,7,1,44,3,2,NA,NA,150000,NA,5e+05,3763.44091796875
"9222",34,1156,1,1,5,4,11,1,2,1,2,267.893587655648,0,268,28,880000,993333.333333333,480000,4e+05,6,7,1,55,1,3,NA,NA,4e+05,NA,480000,2800
"9223",26,676,0,1,5,4,11,1,2,1,2,267.893587655648,0,268,72,0,0,0,0,6,7,1,98,5,0,NA,NA,NA,NA,NA,NA
"9224",59,3481,0,1,5,1,11,1,1,0,2,195.894065757495,1,196,48,1100000,1100000,1100000,0,6,7,0,80,1,5,1100000,5347.22216796875,NA,5347.22216796875,1100000,5347.22216796875
"9225",65,4225,1,1,3,3,5,0,3,0,2,195.894065757495,1,196,48,1083333.33333333,1890833.33333333,1083333.33333333,0,4,7,1,54,2,120,1083333.375,5266.2041015625,NA,4861.111328125,1083333.375,5266.2041015625
"9226",36,1296,0,1,6,1,2,0,1,0,2,195.894065757495,1,196,48,1058211,1058211,1058211,0,7,7,0,45,3,48,1058211,5144.0810546875,NA,4715.27783203125,1058211,5144.0810546875
"9227",31,961,0,1,5,1,11,1,1,0,2,195.894065757495,1,196,48,806000,806000,806000,0,6,7,0,45,3,108,806000,3918.0556640625,NA,3918.0556640625,806000,3918.0556640625
"9228",60,3600,1,1,6,4,5,0,3,1,3,232.935120458504,1,233,35,1e+05,2100000,1e+05,0,7,7,1,11,1,99,NA,NA,NA,NA,1e+05,666.666687011719
"9229",38,1444,1,1,4,4,9,0,2,1,3,232.935120458504,0,233,20,3e+05,550000,3e+05,0,5,7,1,34,3,9,NA,NA,NA,NA,3e+05,3500
"9230",58,3364,0,1,6,5,4,0,2,0,2,201.376089258815,0,201,48,8e+06,8e+06,8e+06,0,7,7,0,21,1,180,NA,NA,NA,NA,8e+06,38888.890625
"9231",23,529,0,1,6,1,5,0,1,0,2,201.376089258815,1,201,48,1408333.33333333,1608333.33333333,1408333.33333333,0,7,7,0,21,3,48,1408333.375,6846.06494140625,NA,6319.4443359375,1408333.375,6846.06494140625
"9232",22,484,1,1,6,1,2,0,1,0,2,201.376089258815,1,201,48,902786.333333333,1102786.33333333,902786.333333333,0,7,7,0,21,3,7,902786.3125,4388.54443359375,NA,3797.7041015625,902786.3125,4388.54443359375
"9233",43,1849,0,1,3,1,5,0,1,0,2,254.152243595481,1,254,43,1402908.66666667,1458908.66666667,1402908.66666667,0,4,7,0,85,1,48,1402908.625,7612.6826171875,NA,4239.2978515625,1402908.625,7612.6826171875
"9234",40,1600,0,1,6,4,2,0,2,1,2,201.846198796041,0,202,40,2600000,2600000,2100000,5e+05,7,7,1,41,1,7,NA,NA,5e+05,NA,2100000,8909.0908203125
"9235",38,1444,1,1,6,1,2,0,1,0,2,201.846198796041,1,202,48,938211,938211,938211,0,7,7,0,39,2,12,938211,4560.748046875,NA,4131.9443359375,938211,4560.748046875
"9236",49,2401,1,1,5,4,11,1,1,1,2,215.399048807534,1,215,48,1800000,3083333,1800000,0,6,7,0,32,1,11,NA,NA,NA,NA,1800000,8750
"9237",19,361,1,1,6,4,2,0,2,1,2,215.399048807534,0,215,15,90000,90000,90000,0,7,7,1,57,3,3,NA,NA,NA,NA,90000,1400
"9238",54,2916,0,1,6,5,6,0,2,0,3,232.564281860378,0,233,65,1500000,1500000,1500000,0,7,7,1,41,1,12,NA,NA,NA,NA,1500000,5384.615234375
"9239",43,1849,1,1,6,1,4,0,1,0,3,232.564281860378,1,233,40,1625000,1625000,1625000,0,7,7,0,13,2,6,1625000,9479.1669921875,NA,8750,1625000,9479.1669921875
"9240",22,484,1,1,6,1,2,0,1,0,3,232.564281860378,1,233,48,2150000,2150000,2150000,0,7,7,0,3,3,11,2150000,10451.388671875,NA,7291.66650390625,2150000,10451.388671875
"9241",33,1089,1,1,6,1,7,0,1,0,2,265.75855297061,1,266,40,2321666.66666667,2321666.66666667,2321666.66666667,0,7,7,0,21,1,9,2291666.75,13368.0556640625,NA,12250,2291666.75,13368.0556640625
"9242",40,1600,1,1,5,1,11,1,1,0,2,216.906082401115,1,217,48,962119.666666667,962119.666666667,962119.666666667,0,6,7,0,55,1,4,962119.6875,4676.970703125,NA,3797.7041015625,962119.6875,4676.970703125
"9243",44,1936,0,1,4,1,6,0,1,0,2,216.906082401115,1,217,60,1300000,1300000,1300000,0,5,7,0,58,2,42,1300000,5055.5556640625,NA,4666.66650390625,1300000,5055.5556640625
"9244",35,1225,0,1,5,1,11,1,1,0,2,216.906082401115,1,217,48,932786.333333333,932786.333333333,932786.333333333,0,6,7,0,97,5,12,932786.3125,4534.3779296875,NA,3797.7041015625,932786.3125,4534.3779296875
"9245",60,3600,1,1,3,3,5,0,1,0,2,333.330169493608,1,333,42,932744.666666667,932744.666666667,932744.666666667,0,4,7,1,54,1,120,932744.6875,5181.9150390625,NA,4340.2333984375,932744.6875,5181.9150390625
"9246",33,1089,1,1,5,1,11,1,1,0,2,333.330169493608,1,333,48,984144.666666667,984144.666666667,984144.666666667,0,6,7,0,33,3,36,984144.6875,4784.03662109375,NA,3797.7041015625,984144.6875,4784.03662109375
"9247",27,729,0,1,5,1,11,1,1,0,2,333.330169493608,1,333,48,932744.666666667,932744.666666667,932744.666666667,0,6,7,0,98,3,12,932744.6875,4534.17578125,NA,3797.7041015625,932744.6875,4534.17578125
"9248",39,1521,0,1,5,1,11,1,1,0,2,306.966146666874,1,307,48,1423211,1423211,1423211,0,6,7,0,95,1,48,1423211,6918.38671875,NA,5833.33349609375,1423211,6918.38671875
"9249",37,1369,1,1,5,1,11,1,1,0,2,306.966146666874,1,307,48,931953,931953,931953,0,6,7,1,97,2,1,931953,4530.3271484375,NA,3797.7041015625,931953,4530.3271484375
"9250",62,3844,1,1,4,7,8,0,3,0,2,306.966146666874,1,307,16,NA,687492,NA,0,5,7,1,59,5,72,NA,NA,NA,NA,NA,NA
"9251",45,2025,0,1,6,1,6,0,1,0,3,258.996970583498,1,259,40,2025000,2025000,2025000,0,7,7,0,12,1,18,2025000,11812.5,NA,11083.3330078125,2025000,11812.5
"9252",36,1296,1,1,5,4,11,1,2,1,3,258.996970583498,0,259,15,355000,355000,155000,2e+05,6,7,0,39,2,9,NA,NA,2e+05,NA,155000,1722.22216796875
"9253",35,1225,0,1,6,4,7,0,1,1,3,352.971590592347,1,353,36,1500000,1500000,1500000,0,7,7,1,12,1,60,NA,NA,NA,NA,1500000,9722.22265625
"9254",32,1024,1,1,6,2,6,0,1,0,3,352.971590592347,1,353,48,5400000,5400000,5400000,0,7,7,0,12,2,48,5400000,26250,NA,23333.333984375,5400000,26250
"9255",44,1936,1,1,6,1,2,0,1,0,4,221.858458492906,1,222,48,4e+06,5101667,4e+06,0,7,7,0,45,1,156,4e+06,19444.4453125,NA,19444.4453125,4e+06,19444.4453125
"9256",52,2704,0,1,4,4,7,0,2,1,2,263.048860667631,0,263,72,9e+05,9e+05,9e+05,0,5,7,1,98,1,72,NA,NA,NA,NA,9e+05,2916.66674804688
"9257",26,676,0,1,5,1,11,1,1,0,2,442.660816259979,1,443,48,992744.666666667,992744.666666667,992744.666666667,0,6,7,0,85,1,84,992744.6875,4825.84228515625,NA,3797.7041015625,992744.6875,4825.84228515625
"9258",23,529,0,1,6,4,4,0,2,1,4,243.446420228009,0,243,55,9e+05,9e+05,9e+05,0,7,7,0,53,1,8,NA,NA,NA,NA,9e+05,3818.18188476562
"9259",36,1296,1,1,6,1,6,0,1,0,4,432.149516490474,1,432,50,7e+06,8e+06,7e+06,0,7,7,0,8,3,2,7e+06,32666.666015625,NA,30333.333984375,7e+06,32666.666015625
"9260",41,1681,1,1,6,1,5,0,1,0,4,432.149516490474,1,432,36,1779000,2179000,1779000,0,7,7,0,7,3,168,1779000,11530.5556640625,NA,10240.7412109375,1779000,11530.5556640625
"9261",34,1156,0,1,5,4,11,1,1,1,2,281.075599069015,1,281,70,2700000,2700000,2700000,0,6,7,0,98,1,7,NA,NA,NA,NA,2700000,9000
"9262",38,1444,1,1,6,2,7,0,1,0,2,281.075599069015,1,281,30,2425333.33333333,2425333.33333333,2425333.33333333,0,7,7,0,13,2,36,2425333.25,18863.703125,NA,17111.111328125,2425333.25,18863.703125
"9263",46,2116,0,1,3,4,5,0,2,1,2,232.564281860378,0,233,64,7e+05,7e+05,7e+05,0,4,7,1,45,1,120,NA,NA,NA,NA,7e+05,2552.08325195312
"9264",38,1444,1,1,3,4,5,0,2,1,2,232.564281860378,0,233,74,7e+05,7e+05,7e+05,0,4,7,1,45,2,120,NA,NA,NA,NA,7e+05,2207.20727539062
"9265",33,1089,0,1,5,2,11,1,1,0,2,361.868207664497,1,362,72,1460000,1460000,1460000,0,6,7,0,58,1,144,1460000,4731.4814453125,NA,4537.037109375,1460000,4731.4814453125
"9266",47,2209,0,1,6,1,9,0,1,0,4,281.075599069015,1,281,48,0,6433333,0,0,7,7,1,21,1,120,NA,NA,NA,NA,NA,NA
"9267",38,1444,1,1,6,1,5,0,1,0,4,281.075599069015,1,281,48,2532000,2532000,2532000,0,7,7,0,21,2,24,2532000,12308.3330078125,NA,12152.77734375,2532000,12308.3330078125
"9268",27,729,0,1,4,1,6,0,1,0,2,442.660816259979,1,443,53,961119.666666667,961119.666666667,961119.666666667,0,5,7,1,87,1,1,961119.6875,4231.3447265625,NA,3439.43017578125,961119.6875,4231.3447265625
"9269",46,2116,1,1,5,1,10,1,1,0,2,235.040469906273,1,235,48,963744.666666667,1047078,963744.666666667,0,6,7,0,83,1,17,963744.6875,4684.8701171875,NA,3797.7041015625,963744.6875,4684.8701171875
"9270",47,2209,0,1,6,4,6,0,2,1,4,322.25350752801,0,322,10,0,1500000,0,0,7,7,1,44,1,36,NA,NA,NA,NA,NA,NA
"9271",41,1681,1,1,6,1,5,0,1,0,4,322.25350752801,1,322,48,7066666.66666667,7066666.66666667,7066666.66666667,0,7,7,0,43,2,30,7066666.5,34351.8515625,NA,27222.22265625,7066666.5,34351.8515625
"9272",26,676,0,1,6,1,4,0,1,0,4,249.199867503691,1,249,48,878036.333333333,878036.333333333,878036.333333333,0,7,7,0,44,1,4,878036.3125,4268.23193359375,NA,3798.91943359375,878036.3125,4268.23193359375
"9273",26,676,0,1,6,1,6,0,1,0,4,249.199867503691,1,249,48,877944.333333333,877944.333333333,877944.333333333,0,7,7,0,44,5,5,877944.3125,4267.78466796875,NA,3798.47216796875,877944.3125,4267.78466796875
"9274",28,784,0,1,6,1,5,0,1,0,4,249.199867503691,1,249,48,2812500,2812500,2812500,0,7,7,1,11,5,6,2812500,13671.875,NA,13125,2812500,13671.875
"9275",44,1936,0,1,3,4,5,0,2,1,2,254.152243595481,0,254,84,0,3200000,0,0,4,7,1,41,1,4,NA,NA,NA,NA,NA,NA
"9276",49,2401,0,1,5,1,11,1,1,0,2,216.906082401115,1,217,72,1915000,1918000,1915000,0,6,7,0,45,1,120,1915000,6206.0185546875,NA,5638.888671875,1915000,6206.0185546875
"9277",53,2809,1,1,3,1,5,0,2,0,2,216.906082401115,0,217,54,1500000,1507500,1500000,0,4,7,0,45,2,120,1500000,6481.4814453125,NA,6481.4814453125,1500000,6481.4814453125
"9278",28,784,0,1,6,1,4,0,1,0,2,216.906082401115,1,217,40,1366345.5,1366345.5,1366345.5,0,7,7,0,87,3,72,1366345.5,7970.3486328125,NA,4557.2451171875,1366345.5,7970.3486328125
"9279",22,484,1,1,5,1,11,1,2,0,2,216.906082401115,0,217,50,1200000,1200000,1200000,0,6,7,0,45,3,24,1200000,5600,NA,5600,1200000,5600
"9280",19,361,0,1,6,1,1,0,2,0,2,216.906082401115,0,217,50,9e+05,9e+05,9e+05,0,7,7,0,45,3,3,9e+05,4200,NA,4200,9e+05,4200
"9281",40,1600,1,1,5,1,11,1,2,0,2,236.918342097981,0,237,40,0,994557,0,0,6,7,1,59,1,5,NA,NA,NA,NA,NA,NA
"9282",37,1369,0,1,5,1,11,1,1,0,2,236.918342097981,1,237,48,8e+05,8e+05,8e+05,0,6,7,0,37,9,8,8e+05,3888.88891601562,NA,3888.88891601562,8e+05,3888.88891601562
"9283",36,1296,1,1,6,1,3,0,1,0,2,199.270739811046,1,199,55,1243700,1243700,1243700,0,7,7,0,32,3,60,1243700,5276.30322265625,NA,4242.42431640625,1243700,5276.30322265625
"9284",50,2500,1,1,6,4,7,0,2,1,4,201.846198796041,0,202,36,2500000,2500000,2500000,0,7,7,1,6,2,60,NA,NA,NA,NA,2500000,16203.7041015625
"9285",62,3844,0,1,6,4,6,0,2,1,4,245.27618373652,0,245,50,8e+05,8e+05,8e+05,0,7,7,1,41,1,24,NA,NA,NA,NA,8e+05,3733.33325195312
"9286",46,2116,1,1,6,2,6,0,1,0,4,245.27618373652,1,245,48,3500000,3900000,3500000,0,7,7,0,2,2,85,3500000,15705.1279296875,NA,14583.3330078125,3500000,15705.1279296875
"9287",31,961,1,1,5,1,11,1,1,0,2,364.344395710392,1,364,48,928700,928700,928700,0,6,7,1,45,1,48,928700,4514.513671875,NA,3799.9306640625,928700,4514.513671875
"9288",37,1369,0,1,3,5,5,0,2,0,2,219.382270447011,0,219,40,1500000,2300000,1500000,0,4,7,1,41,1,180,NA,NA,NA,NA,1500000,8750
"9289",60,3600,0,1,6,5,5,0,2,0,3,201.376089258815,0,201,48,0,4500000,0,0,7,7,1,51,1,240,NA,NA,NA,NA,NA,NA
"9290",42,1764,1,1,5,6,11,1,2,0,3,201.376089258815,0,201,48,NA,0,NA,0,6,7,1,33,2,120,NA,NA,NA,NA,NA,NA
"9291",20,400,0,1,6,6,3,0,2,0,3,201.376089258815,0,201,40,NA,0,NA,0,7,7,1,53,3,96,NA,NA,NA,NA,NA,NA
"9292",33,1089,0,1,6,2,5,0,1,0,2,313.123386198776,1,313,88,2929166.66666667,2929166.66666667,2929166.66666667,0,7,7,0,58,1,162,2929166.75,7766.72998046875,NA,6628.7880859375,2929166.75,7766.72998046875
"9293",23,529,1,1,5,4,11,1,2,1,2,313.123386198776,0,313,70,6e+05,1300000,6e+05,0,6,7,1,57,2,2,NA,NA,NA,NA,6e+05,2000
"9294",22,484,0,1,6,4,5,0,2,1,4,230.264408814642,0,230,5,0,333333.333333333,0,0,7,7,0,2,1,0,NA,NA,NA,NA,NA,NA
"9295",22,484,0,1,6,4,5,0,2,1,4,230.264408814642,0,230,15,770000,1270000,770000,0,7,7,0,13,2,6,NA,NA,NA,NA,770000,11977.77734375
"9296",24,576,0,1,6,1,5,0,1,0,4,212.728337163672,1,213,48,2788000,2788000,2788000,0,7,7,0,2,1,46,2788000,13552.77734375,NA,13552.77734375,2788000,13552.77734375
"9297",35,1225,0,1,6,1,9,0,1,0,4,254.152243595481,1,254,40,3641666.66666667,3641666.66666667,3641666.66666667,0,7,7,0,13,1,24,3641666.75,21243.056640625,NA,20416.666015625,3641666.75,21243.056640625
"9298",34,1156,1,1,5,1,11,1,1,0,2,209.976563178519,1,210,48,932744.666666667,932744.666666667,932744.666666667,0,6,7,0,34,3,80,932744.6875,4534.17578125,NA,3797.7041015625,932744.6875,4534.17578125
"9299",65,4225,0,1,4,4,6,0,2,1,2,216.504641308547,0,217,42,1200000,1200000,1200000,0,5,7,1,75,1,360,NA,NA,NA,NA,1200000,6666.66650390625
"9300",71,5041,1,1,3,6,1,0,2,0,2,216.504641308547,0,217,20,NA,120000,NA,0,3,7,1,75,2,180,NA,NA,NA,NA,NA,NA
"9301",63,3969,0,1,5,4,11,1,1,1,2,234.764883967015,1,235,48,0,966666.666666667,0,0,6,7,1,41,1,6,NA,NA,NA,NA,NA,NA
"9302",30,900,1,1,6,1,7,0,1,0,2,234.764883967015,1,235,48,2226666.66666667,2226666.66666667,2226666.66666667,0,7,7,0,1,3,72,2226666.75,10824.07421875,NA,10013.888671875,2226666.75,10824.07421875
"9303",28,784,1,1,6,1,7,0,1,0,2,234.764883967015,1,235,48,3900000,3900000,3900000,0,7,7,0,39,3,12,3900000,18958.333984375,NA,17500,3900000,18958.333984375
"9304",54,2916,0,1,6,2,6,0,1,0,4,232.034634450847,1,232,48,4183333.33333333,4183333.33333333,4183333.33333333,0,7,7,0,31,5,8,4183333.5,20335.6484375,NA,19444.4453125,4183333.5,20335.6484375
"9305",33,1089,1,1,5,4,11,1,2,1,4,265.75855297061,0,266,48,1200000,1200000,1200000,0,6,7,1,59,1,12,NA,NA,NA,NA,1200000,5833.33349609375
"9306",79,6241,1,1,1,4,0,0,2,1,2,197.70416834516,0,198,20,0,466667,0,0,1,7,1,41,1,120,NA,NA,NA,NA,NA,NA
"9307",59,3481,1,1,3,4,2,0,1,1,2,197.70416834516,1,198,20,0,1e+05,0,0,3,7,1,41,3,84,NA,NA,NA,NA,NA,NA
"9308",42,1764,0,1,6,2,7,0,1,0,4,352.971590592347,1,353,44,5300000,5300000,5300000,0,7,7,0,21,1,60,5300000,28106.060546875,NA,25984.84765625,5300000,28106.060546875
"9309",46,2116,0,1,3,1,5,0,1,0,1,236.918342097981,1,237,48,932744.666666667,932744.666666667,932744.666666667,0,4,7,1,84,1,60,932744.6875,4534.17578125,NA,3797.7041015625,932744.6875,4534.17578125
"9310",22,484,0,1,5,1,11,1,1,0,1,236.918342097981,1,237,72,1388211,1388211,1388211,0,6,7,0,90,3,24,1388211,4498.83203125,NA,3888.88891601562,1388211,4498.83203125
"9311",20,400,0,1,5,1,11,1,1,0,1,236.918342097981,1,237,48,869453,869453,869453,0,6,7,0,97,3,5,869453,4226.5078125,NA,3797.7041015625,869453,4226.5078125
"9312",24,576,0,1,6,4,2,0,1,1,2,221.624954235822,1,222,10,4e+05,4e+05,4e+05,0,7,7,1,45,1,7,NA,NA,NA,NA,4e+05,9333.3330078125
"9313",60,3600,1,1,5,4,11,1,2,1,2,236.987010542638,0,237,16,185000,805000,1e+05,85000,6,7,1,79,1,30,NA,NA,85000,NA,1e+05,833.333312988281
"9314",32,1024,0,1,5,4,11,1,1,1,2,398.760721782274,1,399,48,7e+05,7e+05,7e+05,0,6,7,0,95,1,4,NA,NA,NA,NA,7e+05,3402.77783203125
"9315",19,361,0,1,4,1,9,0,1,0,2,398.760721782274,1,399,48,1200000,1200000,1200000,0,5,7,1,95,9,7,1200000,5833.33349609375,NA,5833.33349609375,1200000,5833.33349609375
"9316",59,3481,1,1,5,4,11,1,2,1,4,234.510822496742,0,235,15,70000,1020000,70000,0,6,7,1,45,1,84,NA,NA,NA,NA,70000,1088.88891601562
"9317",37,1369,1,1,5,4,11,1,2,1,2,364.344395710392,0,364,18,3e+05,1400000,3e+05,0,6,7,1,45,1,84,NA,NA,NA,NA,3e+05,3888.88891601562
"9318",62,3844,1,1,3,4,2,0,2,1,2,234.510822496742,0,235,40,6e+05,6e+05,6e+05,0,3,7,1,45,1,6,NA,NA,NA,NA,6e+05,3500
"9319",30,900,0,1,4,4,9,0,2,1,2,234.510822496742,0,235,48,0,80000,0,0,5,7,1,84,3,12,NA,NA,NA,NA,NA,NA
"9320",59,3481,0,1,6,4,6,0,1,1,2,218.912160909785,1,219,72,8e+05,8e+05,8e+05,0,7,7,1,98,1,120,NA,NA,NA,NA,8e+05,2592.59252929688
"9321",32,1024,1,1,5,4,11,1,2,1,2,351.162384297025,0,351,21,0,950000,0,0,6,7,1,45,1,1,NA,NA,NA,NA,NA,NA
"9322",53,2809,0,1,6,2,7,0,1,0,4,234.510822496742,1,235,40,6662666.66666667,9462666.66666667,6662666.66666667,0,7,7,0,13,1,162,6662667,38865.55859375,NA,32351.666015625,6662667,38865.55859375
"9323",24,576,0,1,5,5,11,1,1,0,1,223.80499912927,1,224,48,0,1400000,0,0,6,7,1,21,1,96,NA,NA,NA,NA,NA,NA
"9324",61,3721,1,1,3,6,5,0,2,0,1,223.80499912927,0,224,48,NA,0,NA,0,4,7,1,45,5,180,NA,NA,NA,NA,NA,NA
"9325",36,1296,0,1,6,5,5,0,1,0,2,241.460898932528,1,241,77,0,1400000,0,0,7,7,1,15,2,120,NA,NA,NA,NA,NA,NA
"9326",44,1936,0,1,6,5,5,0,2,0,2,263.282364924715,0,263,49,1e+06,1100000,1e+06,0,7,7,1,41,1,24,NA,NA,NA,NA,1e+06,4761.90478515625
