"","age","age2","female","clase","p6210","relab","p6210s1","college","cotPension","cuentaPropia","estrato1","fex_c","formal","fweight","hoursWorkUsual","inglabo","ingtot","impa","isa","maxEducLevel","mes","microEmpresa","oficio","p6050","p6426","y_ingLab_m","y_ingLab_m_ha","y_salarySec_m","y_salary_m_hu","y_total_m","y_total_m_ha"
"1",36,1296,0,1,5,2,11,1,1,0,2,254.687742271476,1,255,45,1840833.33333333,1840833.33333333,1840833.33333333,0,6,1,0,39,1,166,1620833.25,8404.3203125,NA,6740.74072265625,1620833.25,8404.3203125
"2",51,2601,0,1,6,1,3,0,1,0,2,194.208921972393,1,194,48,1378973.33333333,1878973.33333333,1378973.33333333,0,7,1,0,85,1,12,1378973.375,6703.3427734375,NA,5833.33349609375,1378973.375,6703.3427734375
"3",45,2025,0,1,3,1,5,0,1,0,2,243.45515246432,1,243,56,883357,883357,883357,0,4,1,1,45,1,15,883357,3680.65405273438,NA,3073.82080078125,883357,3680.65405273438
"4",61,3721,0,1,3,1,3,0,2,0,2,230.177656890553,0,230,40,7e+05,1200000,7e+05,0,3,1,0,53,1,120,7e+05,4083.33325195312,NA,4083.33325195312,7e+05,4083.33325195312
"5",35,1225,1,1,6,2,5,0,1,0,2,341.979787849128,1,342,48,1941500,1941500,1941500,0,7,1,0,13,2,24,1941500.125,9437.84765625,NA,8263.888671875,1941500.125,9437.84765625
"6",35,1225,1,1,5,1,11,1,1,0,2,352.079215448786,1,352,40,1083000,1083000,1083000,0,6,1,0,42,1,36,1083000,6317.5,NA,5541.66650390625,1083000,6317.5
"7",39,1521,0,1,6,1,7,0,1,0,2,352.079215448786,1,352,44,1616333.33333333,1716333.33333333,1616333.33333333,0,7,1,0,33,2,94,1616333.375,8571.46484375,NA,7689.39404296875,1616333.375,8571.46484375
"8",29,841,0,1,6,4,2,0,2,1,2,254.687742271476,0,255,40,1e+06,1e+06,1e+06,0,7,1,1,37,3,6,NA,NA,NA,NA,1e+06,5833.33349609375
"9",29,841,0,1,5,1,11,1,1,0,2,429.27183342678,1,429,54,779000,779000,779000,0,6,1,1,45,1,24,779000,3366.04931640625,NA,3240.74072265625,779000,3366.04931640625
"10",44,1936,1,1,4,4,8,0,2,1,2,205.425424579072,0,205,42,3e+05,3e+05,3e+05,0,5,1,1,57,2,6,NA,NA,NA,NA,3e+05,1666.66662597656
"11",31,961,0,1,5,1,11,1,1,0,2,173.941869400003,1,174,55,0,2121000,0,0,6,1,0,45,3,24,NA,NA,NA,NA,NA,NA
"12",18,324,1,1,5,1,11,1,2,0,2,173.941869400003,0,174,84,0,250000,0,0,6,1,1,45,3,18,NA,NA,NA,NA,NA,NA
"13",55,3025,0,1,5,5,11,1,2,0,2,238.640556816578,0,239,48,0,9e+05,0,0,6,1,1,84,1,2,NA,NA,NA,NA,NA,NA
"14",56,3136,1,1,3,1,5,0,1,0,2,347.558417964202,1,348,48,820857,820857,820857,0,4,1,0,55,1,30,820857,3990.27709960938,NA,3586.12426757812,820857,3990.27709960938
"15",23,529,0,1,6,1,4,0,1,0,2,243.471239664797,1,243,40,882333.416666667,1226333.41666667,882333.416666667,0,7,1,0,39,3,51,882333.4375,5146.94482421875,NA,4303.34912109375,882333.4375,5146.94482421875
"16",30,900,0,1,5,1,11,1,1,0,2,243.471239664797,1,243,54,949806.666666667,1237806.66666667,949806.666666667,0,6,1,0,53,3,8,949806.6875,4104.10302734375,NA,3456.7900390625,949806.6875,4104.10302734375
"17",50,2500,1,1,6,4,2,0,2,1,2,254.687742271476,0,255,48,6e+05,6e+05,6e+05,0,7,1,1,45,1,72,NA,NA,NA,NA,6e+05,2916.66674804688
"18",28,784,0,1,6,1,2,0,1,0,2,254.687742271476,1,255,48,949806.666666667,949806.666666667,949806.666666667,0,7,1,0,39,3,24,949806.6875,4617.11572265625,NA,3888.88891601562,949806.6875,4617.11572265625
"19",54,2916,1,1,4,4,8,0,2,1,2,241.981809536919,0,242,66,1500000,1500000,1500000,0,5,1,1,79,1,120,NA,NA,NA,NA,1500000,5303.0302734375
"20",36,1296,0,1,5,1,11,1,2,0,2,258.629844712917,0,259,16,3e+05,310000,3e+05,0,6,1,1,37,3,36,3e+05,4375,NA,4375,3e+05,4375
"21",53,2809,1,1,4,4,8,0,2,1,2,201.182391770539,0,201,40,60000,60000,60000,0,5,1,1,56,1,120,NA,NA,NA,NA,60000,350
"22",33,1089,1,1,6,1,3,0,1,0,2,200.904627094488,1,201,48,1591500,1591500,1591500,0,7,1,0,39,2,24,1591500,7736.45849609375,NA,7291.66650390625,1591500,7736.45849609375
"23",38,1444,0,1,5,1,11,1,1,0,2,200.904627094488,1,201,48,795883.666666667,795883.666666667,795883.666666667,0,6,1,0,37,1,96,795883.6875,3868.87915039062,NA,3586.12426757812,795883.6875,3868.87915039062
"24",51,2601,0,1,5,4,11,1,2,1,2,243.471239664797,0,243,48,0,70000,0,0,6,1,1,93,2,100,NA,NA,NA,NA,NA,NA
"25",51,2601,1,1,5,1,11,1,1,0,2,243.471239664797,1,243,45,1083333.33333333,1083333.33333333,1083333.33333333,0,6,1,0,55,1,72,1083333.375,5617.2841796875,NA,5185.18505859375,1083333.375,5617.2841796875
"26",43,1849,0,1,6,1,3,0,1,0,2,144.946604279989,1,145,48,3633333.33333333,3633333.33333333,3633333.33333333,0,7,1,0,21,1,24,3633333.25,17662.037109375,NA,17013.888671875,3633333.25,17662.037109375
"27",47,2209,0,1,5,4,11,1,1,1,2,254.121161167727,1,254,70,1300000,1300000,1300000,0,6,1,1,98,2,204,NA,NA,NA,NA,1300000,4333.33349609375
"28",41,1681,1,1,5,2,11,1,1,0,2,254.121161167727,1,254,40,1659806.66666667,1659806.66666667,1659806.66666667,0,6,1,0,32,1,48,1659806.625,9682.205078125,NA,8166.66650390625,1659806.625,9682.205078125
"29",31,961,1,1,5,1,11,1,1,0,2,288.196672672141,1,288,48,826883.666666667,826883.666666667,826883.666666667,0,6,1,0,97,3,24,826883.6875,4019.57348632812,NA,3586.12426757812,826883.6875,4019.57348632812
"30",36,1296,0,1,4,1,8,0,1,0,2,288.196672672141,1,288,48,825800.333333333,825800.333333333,825800.333333333,0,5,1,0,98,9,156,825800.375,4014.30737304688,NA,3586.12426757812,825800.375,4014.30737304688
"31",50,2500,1,1,5,1,11,1,1,0,2,234.707409371681,1,235,48,910333.416666667,910333.416666667,910333.416666667,0,6,1,0,55,1,108,910333.4375,4425.23193359375,NA,3586.12426757812,910333.4375,4425.23193359375
"32",42,1764,1,1,5,3,11,1,1,0,2,330.763285242449,1,331,48,1087000,1087000,1087000,0,6,1,1,54,2,12,1087000,5284.02783203125,NA,4375,1087000,5284.02783203125
"33",45,2025,0,1,3,1,5,0,1,0,2,330.763285242449,1,331,45,1500000,1500000,1500000,0,4,1,0,98,1,70,1500000,7777.77783203125,NA,7777.77783203125,1500000,7777.77783203125
"34",20,400,0,1,6,1,2,0,1,0,2,330.763285242449,1,331,60,786000,786000,786000,0,7,1,0,95,3,4,786000,3056.66674804688,NA,3056.66674804688,786000,3056.66674804688
"35",49,2401,0,1,5,1,11,1,1,0,2,263.1506421975,1,263,48,1283140,1283140,1283140,0,6,1,0,58,1,36,1283140,6237.486328125,NA,5833.33349609375,1283140,6237.486328125
"36",47,2209,1,1,5,4,10,1,2,1,2,337.736755040595,0,338,9,2e+05,3e+05,2e+05,0,6,1,1,55,1,24,NA,NA,NA,NA,2e+05,5185.18505859375
"37",24,576,0,1,5,4,11,1,2,1,2,247.124525678539,0,247,60,850000,850000,850000,0,6,1,1,98,1,36,NA,NA,NA,NA,850000,3305.5556640625
"38",27,729,0,1,6,1,1,0,1,0,2,254.687742271476,1,255,42,1333140,1333140,1333140,0,7,1,0,33,3,12,1333140,7406.33349609375,NA,6666.66650390625,1333140,7406.33349609375
"39",24,576,1,1,6,1,7,0,1,0,2,131.653021505745,1,132,40,3050000,3050000,2450000,6e+05,7,1,0,30,3,12,3050000,17791.666015625,6e+05,13416.6669921875,3050000,17791.666015625
"40",47,2209,1,1,6,1,8,0,1,0,2,131.653021505745,1,132,84,2283333.33333333,2283333.33333333,2283333.33333333,0,7,1,0,19,1,3,2283333.25,6342.59228515625,NA,4722.22216796875,2283333.25,6342.59228515625
"41",55,3025,0,1,4,4,9,0,1,1,2,131.653021505745,1,132,48,1800000,1800000,1800000,0,5,1,1,83,2,360,NA,NA,NA,NA,1800000,8750
"42",21,441,0,1,6,1,4,0,2,0,3,234.707409371681,0,235,15,350000,350000,350000,0,7,1,0,42,5,1,350000,5444.4443359375,NA,5444.4443359375,350000,5444.4443359375
"43",29,841,0,1,5,1,11,1,2,0,2,263.1506421975,0,263,48,820857,820857,820857,0,6,1,1,55,1,18,820857,3990.27709960938,NA,3586.12426757812,820857,3990.27709960938
"44",63,3969,1,1,5,4,11,1,2,1,3,258.352080036866,0,258,48,5e+05,1300000,5e+05,0,6,1,1,51,1,120,NA,NA,NA,NA,5e+05,2430.5556640625
"45",35,1225,0,1,3,1,5,0,1,0,2,250.166944786892,1,250,56,1513140,1513140,1513140,0,4,1,0,98,3,38,1513140,6304.75,NA,5000,1513140,6304.75
"46",56,3136,1,1,5,1,11,1,1,0,2,250.166944786892,1,250,48,882333.416666667,882333.416666667,882333.416666667,0,6,1,0,55,1,142,882333.4375,4289.12109375,NA,3586.12426757812,882333.4375,4289.12109375
"47",53,2809,1,1,5,1,11,1,1,0,2,201.182391770539,1,201,48,1275000,1275000,1275000,0,6,1,0,45,1,112,1275000,6197.91650390625,NA,5833.33349609375,1275000,6197.91650390625
"48",23,529,1,1,6,1,4,0,1,0,2,201.182391770539,1,201,48,1625000,1625000,1625000,0,7,1,0,39,3,8,1625000,7899.3056640625,NA,7291.66650390625,1625000,7899.3056640625
"49",41,1681,0,1,5,1,11,1,1,0,2,242.904658561048,1,243,49,820857,820857,820857,0,6,1,0,55,1,2,820857,3908.8427734375,NA,3512.93798828125,820857,3908.8427734375
"50",32,1024,1,1,5,1,11,1,2,0,2,337.736755040595,0,338,48,820857,820857,820857,0,6,1,0,32,1,5,820857,3990.27709960938,NA,3586.12426757812,820857,3990.27709960938
"51",62,3844,0,1,3,1,5,0,2,0,2,234.119759331995,0,234,84,1550000,1550000,1550000,0,4,1,1,39,1,1,1200000,3333.33325195312,NA,3333.33325195312,1200000,3333.33325195312
"52",24,576,0,1,6,1,0,0,1,0,2,326.520252433916,1,327,48,1693140,1693140,1693140,0,7,1,0,84,1,1,1693140,8230.5419921875,NA,6805.5556640625,1693140,8230.5419921875
"53",43,1849,1,1,6,2,7,0,1,0,3,218.961154283874,1,219,30,3150000,3150000,3150000,0,7,1,0,13,2,144,3150000,24500,NA,21777.77734375,3150000,24500
"54",55,3025,0,1,6,2,9,0,1,0,3,218.961154283874,1,219,30,2925000,2925000,2925000,0,7,1,0,13,1,144,2925000,22750,NA,20222.22265625,2925000,22750
"55",73,5329,1,1,3,3,5,0,1,0,2,254.386811904384,1,254,40,737717,1587717,737717,0,4,1,1,54,1,96,737717,4303.34912109375,NA,4303.34912109375,737717,4303.34912109375
"56",51,2601,0,1,4,1,7,0,2,0,2,258.629844712917,0,259,48,1e+06,1e+06,1e+06,0,5,1,1,93,3,60,1e+06,4861.111328125,NA,4861.111328125,1e+06,4861.111328125
"57",76,5776,1,1,3,4,1,0,2,1,2,258.629844712917,0,259,30,80000,80000,80000,0,3,1,1,79,1,360,NA,NA,NA,NA,80000,622.222229003906
"58",47,2209,0,1,5,4,11,1,2,1,3,238.362792140527,0,238,60,5e+05,5e+05,5e+05,0,6,1,1,45,3,120,NA,NA,NA,NA,5e+05,1944.44445800781
"59",56,3136,1,1,5,4,11,1,2,1,3,207.886713774121,0,208,8,180000,780000,180000,0,6,1,1,54,3,6,NA,NA,NA,NA,180000,5250
"60",47,2209,1,1,5,1,11,1,1,0,3,207.886713774121,1,208,48,882523.666666667,882523.666666667,882523.666666667,0,6,1,0,97,3,108,882523.6875,4290.0458984375,NA,3586.12426757812,882523.6875,4290.0458984375
"61",29,841,1,1,5,1,11,1,1,0,3,207.886713774121,1,208,40,1087140,1237140,1087140,0,6,1,0,39,4,14,1087140,6341.64990234375,NA,5250,1087140,6341.64990234375
"62",52,2704,1,1,5,5,11,1,2,0,3,196.962524653047,0,197,54,0,2500000,0,0,6,1,1,57,1,300,NA,NA,NA,NA,NA,NA
"63",63,3969,0,1,5,5,11,1,2,0,3,267.929620099751,0,268,48,6e+06,7216666.66666667,6e+06,0,6,1,1,84,1,420,NA,NA,NA,NA,6e+06,29166.666015625
"64",25,625,1,1,5,3,11,1,1,0,3,267.929620099751,1,268,60,741473.333333333,1551473.33333333,741473.333333333,0,6,1,1,54,6,48,741473.3125,2883.50732421875,NA,2430.5556640625,741473.3125,2883.50732421875
"65",32,1024,0,1,6,4,5,0,1,1,3,267.929620099751,1,268,50,1e+06,1e+06,1e+06,0,7,1,1,18,1,36,NA,NA,NA,NA,1e+06,4666.66650390625
"66",24,576,1,1,5,1,11,1,1,0,3,213.888324505096,1,214,48,935166.666666667,935166.666666667,935166.666666667,0,6,1,0,58,2,24,935166.6875,4545.94921875,NA,3796.52783203125,935166.6875,4545.94921875
"67",27,729,0,1,5,1,11,1,1,0,3,213.888324505096,1,214,48,941166.666666667,941166.666666667,941166.666666667,0,6,1,0,58,1,24,941166.6875,4575.11572265625,NA,3796.52783203125,941166.6875,4575.11572265625
"68",63,3969,1,1,3,4,4,0,2,1,3,234.119759331995,0,234,60,0,2e+05,0,0,3,1,1,41,2,300,NA,NA,NA,NA,NA,NA
"69",71,5041,0,1,3,4,2,0,2,1,3,234.119759331995,0,234,60,0,1200000,0,0,3,1,1,41,1,300,NA,NA,NA,NA,NA,NA
"70",52,2704,0,1,6,2,9,0,1,0,4,213.911490196137,1,214,45,8977083.33333333,11177083.3333333,8977083.33333333,0,7,1,0,2,1,174,8977084,46547.84375,NA,38888.890625,8977084,46547.84375
"71",52,2704,1,1,6,2,8,0,1,0,4,213.911490196137,1,214,45,6018333.33333333,6018333.33333333,6018333.33333333,0,7,1,0,2,2,60,6018333.5,31206.173828125,NA,26962.962890625,6018333.5,31206.173828125
"72",25,625,0,1,6,1,5,0,1,0,4,213.911490196137,1,214,48,1461473.33333333,1461473.33333333,1461473.33333333,0,7,1,0,2,3,6,1461473.375,7104.38427734375,NA,6416.66650390625,1461473.375,7104.38427734375
"73",53,2809,1,1,3,4,5,0,2,1,4,241.981809536919,0,242,48,980000,980000,980000,0,4,1,1,84,1,144,NA,NA,NA,NA,980000,4763.888671875
"74",30,900,1,1,6,1,5,0,1,0,4,241.981809536919,1,242,48,2166666.66666667,2166666.66666667,2166666.66666667,0,7,1,0,2,3,24,2166666.75,10532.408203125,NA,9722.22265625,2166666.75,10532.408203125
"75",42,1764,0,1,5,5,11,1,1,0,4,205.425424579072,1,205,72,0,2e+06,0,0,6,1,0,57,1,84,NA,NA,NA,NA,NA,NA
"76",52,2704,1,1,5,5,11,1,1,0,4,205.425424579072,1,205,72,0,8e+05,0,0,6,1,0,57,2,84,NA,NA,NA,NA,NA,NA
"77",41,1681,0,1,6,4,3,0,2,1,3,193.642340868644,0,194,40,0,1200000,0,0,7,1,1,39,2,56,NA,NA,NA,NA,NA,NA
"78",19,361,1,1,6,1,1,0,1,0,3,193.642340868644,1,194,48,916666.666666667,916666.666666667,916666.666666667,0,7,1,0,33,3,18,916666.6875,4456.0185546875,NA,4131.9443359375,916666.6875,4456.0185546875
"79",37,1369,1,1,6,1,3,0,1,0,3,193.642340868644,1,194,48,889357,889357,889357,0,7,1,0,41,1,12,889357,4323.26318359375,NA,3586.12426757812,889357,4323.26318359375
"80",18,324,1,1,6,1,2,0,1,0,3,193.642340868644,1,194,48,1008333.33333333,1308333.33333333,1008333.33333333,0,7,1,0,41,3,37,1008333.3125,4901.6201171875,NA,4618.0556640625,1008333.3125,4901.6201171875
"81",53,2809,1,1,4,4,8,0,2,1,3,250.444709462943,0,250,20,0,4e+05,0,0,5,1,1,57,1,30,NA,NA,NA,NA,NA,NA
"82",39,1521,1,1,6,4,4,0,2,1,4,341.979787849128,0,342,20,737717,737717,737717,0,7,1,1,21,2,24,NA,NA,NA,NA,737717,8606.6982421875
"83",41,1681,0,1,6,1,5,0,1,0,4,341.979787849128,1,342,48,5416666.66666667,6716666.66666667,5416666.66666667,0,7,1,0,44,1,84,5416666.5,26331.017578125,NA,24305.5546875,5416666.5,26331.017578125
"84",58,3364,1,1,5,5,11,1,1,0,4,250.166944786892,1,250,36,0,1300000,0,0,6,1,0,51,1,240,NA,NA,NA,NA,NA,NA
"85",33,1089,1,1,6,1,7,0,1,0,4,250.166944786892,1,250,30,650000,650000,650000,0,7,1,0,53,3,8,650000,5055.5556640625,NA,5055.5556640625,650000,5055.5556640625
"86",51,2601,0,1,5,5,11,1,2,0,4,250.166944786892,0,250,56,0,8e+05,0,0,6,1,0,53,2,240,NA,NA,NA,NA,NA,NA
"87",59,3481,0,1,6,4,3,0,2,1,3,238.640556816578,0,239,30,750000,750000,750000,0,7,1,1,84,1,240,NA,NA,NA,NA,750000,5833.33349609375
"88",49,2401,0,1,5,4,11,1,2,1,2,205.425424579072,0,205,70,0,450000,0,0,6,1,1,81,2,120,NA,NA,NA,NA,66666.6640625,222.222213745117
"89",53,2809,1,1,5,1,11,1,1,0,2,205.425424579072,1,205,48,849857,849857,849857,0,6,1,0,55,1,24,849857,4131.24951171875,NA,3586.12426757812,849857,4131.24951171875
"90",60,3600,1,1,3,3,5,0,2,0,3,180.336644155007,0,180,45,737717,897717,737717,0,4,1,1,54,1,240,737717,3825.19921875,NA,3825.19921875,737717,3825.19921875
"91",27,729,0,1,6,4,2,0,2,1,2,250.166944786892,0,250,5,120000,120000,120000,0,7,1,1,3,3,36,NA,NA,NA,NA,120000,3111.11108398438
"92",43,1849,1,1,6,2,5,0,1,0,2,250.166944786892,1,250,30,1602000,2018667,1602000,0,7,1,0,13,3,32,1602000,12460,NA,12460,1602000,12460
"93",62,3844,1,1,5,1,11,1,2,0,2,250.166944786892,0,250,48,780000,780000,780000,0,6,1,0,92,1,240,780000,3791.66674804688,NA,3791.66674804688,780000,3791.66674804688
"94",47,2209,0,1,5,1,11,1,2,0,2,254.687742271476,0,255,60,3200000,3200000,3200000,0,6,1,0,98,1,48,3200000,12444.4443359375,NA,12444.4443359375,3200000,12444.4443359375
"95",18,324,0,1,6,1,2,0,2,0,3,228.011704249585,0,228,15,3e+05,3e+05,3e+05,0,7,1,1,53,3,0,3e+05,4666.66650390625,NA,4666.66650390625,3e+05,4666.66650390625
"96",44,1936,1,1,6,1,3,0,1,0,3,228.011704249585,1,228,10,7e+05,1550000,7e+05,0,7,1,0,37,1,5,7e+05,16333.3330078125,NA,16333.3330078125,7e+05,16333.3330078125
"97",40,1600,1,1,6,1,8,0,1,0,3,205.38980683358,1,205,40,0,2350000,0,0,7,1,0,6,4,48,NA,NA,NA,NA,NA,NA
"98",42,1764,1,1,5,4,11,1,2,1,2,207.728564476718,0,208,40,8e+05,816666.666666667,8e+05,0,6,1,1,57,1,36,NA,NA,NA,NA,8e+05,4666.66650390625
"99",23,529,0,1,5,1,11,1,2,0,2,207.728564476718,0,208,80,8e+05,8e+05,8e+05,0,6,1,1,37,3,3,8e+05,2333.33325195312,NA,2333.33325195312,8e+05,2333.33325195312
"100",38,1444,0,1,4,1,8,0,1,0,3,352.079215448786,1,352,84,3201666.66666667,3201666.66666667,3201666.66666667,0,5,1,0,58,2,42,3201666.75,8893.5185546875,NA,8055.5556640625,3201666.75,8893.5185546875
"101",22,484,0,1,5,1,11,1,1,0,3,194.208921972393,1,194,48,766883.666666667,766883.666666667,766883.666666667,0,6,1,0,38,3,24,766883.6875,3727.90673828125,NA,3586.12426757812,766883.6875,3727.90673828125
"102",21,441,1,1,5,1,11,1,1,0,3,194.208921972393,1,194,48,737717,737717,737717,0,6,1,1,6,3,7,737717,3586.12426757812,NA,3586.12426757812,737717,3586.12426757812
"103",47,2209,0,1,5,1,11,1,1,0,3,194.208921972393,1,194,48,766883.666666667,766883.666666667,766883.666666667,0,6,1,0,85,1,48,766883.6875,3727.90673828125,NA,3586.12426757812,766883.6875,3727.90673828125
"104",50,2500,1,1,5,1,11,1,1,0,3,194.208921972393,1,194,48,798967,798967,798967,0,6,1,0,55,2,120,798967.0625,3883.86767578125,NA,3586.12426757812,798967.0625,3883.86767578125
"105",35,1225,0,1,6,1,2,0,1,0,3,204.858843475323,1,205,50,1541473.33333333,1541473.33333333,1541473.33333333,0,7,1,0,3,1,144,1541473.375,7193.54248046875,NA,6066.66650390625,1541473.375,7193.54248046875
"106",37,1369,1,1,6,1,3,0,1,0,3,204.858843475323,1,205,40,889217,889217,889217,0,7,1,0,54,2,36,889217,5187.09912109375,NA,4303.34912109375,889217,5187.09912109375
"107",24,576,1,1,6,1,5,0,1,0,2,134.415579182944,1,134,45,1058300,1058300,1058300,0,7,1,0,21,4,12,1058300,5487.4814453125,NA,4666.66650390625,1058300,5487.4814453125
"108",47,2209,1,1,4,3,6,0,2,0,2,134.415579182944,0,134,36,320000,720000,320000,0,5,1,1,54,3,96,320000,2074.07397460938,NA,1944.44445800781,320000,2074.07397460938
"109",43,1849,0,1,5,4,11,1,2,1,2,194.208921972393,0,194,70,2e+06,2300000,2e+06,0,6,1,1,98,1,60,NA,NA,NA,NA,2e+06,6666.66650390625
"110",19,361,0,1,5,4,11,1,2,1,3,228.011704249585,0,228,48,1700000,1700000,1700000,0,6,1,0,84,9,14,NA,NA,NA,NA,1700000,8263.888671875
"111",18,324,0,1,6,1,0,0,1,0,3,228.011704249585,1,228,48,1162306.66666667,1320640,1162306.66666667,0,7,1,0,70,3,72,1162306.625,5650.1015625,NA,4861.111328125,1162306.625,5650.1015625
"112",46,2116,1,1,5,3,11,1,2,0,3,228.011704249585,0,228,40,360000,530000,360000,0,6,1,1,54,1,2,360000,2100,NA,2100,360000,2100
"113",57,3249,1,1,5,1,10,1,1,0,2,210.553591911138,1,211,48,780000,838333,780000,0,6,1,0,55,2,36,780000,3791.66674804688,NA,3791.66674804688,780000,3791.66674804688
"114",24,576,0,1,5,1,11,1,2,0,2,210.553591911138,0,211,16,6e+05,6e+05,6e+05,0,6,1,1,58,3,24,6e+05,8750,NA,8750,6e+05,8750
"115",24,576,0,1,4,1,8,0,1,0,2,210.553591911138,1,211,48,0,8e+05,0,0,5,1,0,58,9,11,NA,NA,NA,NA,NA,NA
"116",20,400,1,1,6,1,2,0,1,0,2,210.553591911138,1,211,48,737717,737717,737717,0,7,1,0,33,3,7,737717,3586.12426757812,NA,3586.12426757812,737717,3586.12426757812
"117",42,1764,1,1,6,4,8,0,3,1,3,234.707409371681,1,235,8,0,5050000,0,0,7,1,0,13,1,10,NA,NA,NA,NA,NA,NA
"118",57,3249,1,1,4,4,9,0,3,1,2,254.386811904384,1,254,32,8e+05,1620000,8e+05,0,5,1,1,57,1,120,NA,NA,NA,NA,8e+05,5833.33349609375
"119",42,1764,0,1,4,1,7,0,2,0,2,238.362792140527,0,238,50,737717,737717,737717,0,5,1,1,93,3,18,737717,3442.67944335938,NA,3442.67944335938,737717,3442.67944335938
"120",25,625,0,1,5,1,11,1,1,0,2,258.629844712917,1,259,48,1274806.66666667,1274806.66666667,1274806.66666667,0,6,1,0,37,3,30,1274806.625,6196.9765625,NA,5347.22216796875,1274806.625,6196.9765625
"121",58,3364,1,1,6,2,5,0,1,0,3,234.119759331995,1,234,30,2333333.33333333,2333333.33333333,2333333.33333333,0,7,1,0,13,2,132,2333333.25,18148.1484375,NA,15555.5556640625,2333333.25,18148.1484375
"122",46,2116,0,1,5,1,11,1,1,0,2,243.471239664797,1,243,50,2600000,2600000,2600000,0,6,1,0,39,1,72,2600000,12133.3330078125,NA,9800,2600000,12133.3330078125
"123",54,2916,0,1,4,4,7,0,2,1,2,209.668457387605,0,210,5,5e+05,5e+05,5e+05,0,5,1,1,85,1,240,NA,NA,NA,NA,5e+05,23333.333984375
"124",25,625,0,1,5,1,11,1,1,0,2,209.668457387605,1,210,48,950000,950000,950000,0,6,1,0,45,3,1,950000,4618.0556640625,NA,4618.0556640625,950000,4618.0556640625
"125",31,961,1,1,6,1,5,0,1,0,3,250.444709462943,1,250,48,2166666.66666667,2166666.66666667,2166666.66666667,0,7,1,0,6,1,24,2166666.75,10532.408203125,NA,9722.22265625,2166666.75,10532.408203125
"126",23,529,1,1,6,1,6,0,1,0,3,262.584061093751,1,263,45,1599806.66666667,1599806.66666667,1599806.66666667,0,7,1,0,2,2,12,1599806.625,8295.2939453125,NA,7259.25927734375,1599806.625,8295.2939453125
"127",25,625,0,1,6,1,5,0,1,0,3,262.584061093751,1,263,40,903140,903140,903140,0,7,1,0,39,1,3,903140,5268.31689453125,NA,4666.66650390625,903140,5268.31689453125
"128",26,676,0,1,5,1,11,1,2,0,2,352.079215448786,0,352,48,1200000,1200000,1200000,0,6,1,1,77,1,24,1200000,5833.33349609375,NA,5833.33349609375,1200000,5833.33349609375
"129",31,961,0,1,6,5,7,0,1,0,3,254.687742271476,1,255,48,4500000,4500000,4500000,0,7,1,1,11,1,36,NA,NA,NA,NA,4500000,21875
"130",35,1225,1,1,6,1,5,0,1,0,3,254.687742271476,1,255,48,4441000,4441000,4441000,0,7,1,0,21,2,84,4441000,21588.1953125,NA,19765.27734375,4441000,21588.1953125
"131",52,2704,0,1,4,1,8,0,1,0,2,243.471239664797,1,243,48,1166473.33333333,1166473.33333333,1166473.33333333,0,5,1,0,58,1,96,1166473.375,5670.3564453125,NA,4861.111328125,1166473.375,5670.3564453125
"132",51,2601,1,1,4,1,8,0,1,0,2,243.471239664797,1,243,48,882333.416666667,882333.416666667,882333.416666667,0,5,1,0,55,2,24,882333.4375,4289.12109375,NA,3586.12426757812,882333.4375,4289.12109375
"133",49,2401,1,1,5,4,10,1,2,1,2,230.177656890553,0,230,48,3e+05,3e+05,3e+05,0,6,1,1,79,2,24,NA,NA,NA,NA,3e+05,1458.33337402344
"134",60,3600,0,1,5,1,11,1,1,0,2,230.177656890553,1,230,54,1483140,1483140,1483140,0,6,1,0,93,1,12,1483140,6408.62939453125,NA,6049.3828125,1483140,6408.62939453125
"135",30,900,0,1,5,1,11,1,1,0,3,258.086429300209,1,258,48,1304806.66666667,1388140,1304806.66666667,0,6,1,0,58,1,84,1304806.625,6342.81005859375,NA,5541.66650390625,1304806.625,6342.81005859375
"136",60,3600,1,1,4,4,7,0,2,1,3,258.086429300209,0,258,84,0,1e+05,0,0,5,1,1,41,5,48,NA,NA,NA,NA,NA,NA
"137",32,1024,0,1,4,1,9,0,2,0,3,258.086429300209,0,258,84,9e+05,9e+05,9e+05,0,5,1,1,77,1,1,9e+05,2500,NA,2500,9e+05,2500
"138",27,729,0,1,3,1,3,0,1,0,3,258.086429300209,1,258,48,1223140,1223140,1223140,0,3,1,0,58,1,1,1223140,5945.8193359375,NA,5541.66650390625,1223140,5945.8193359375
"139",52,2704,0,1,5,4,11,1,2,1,3,194.208921972393,0,194,70,6e+05,6e+05,6e+05,0,6,1,1,79,1,360,NA,NA,NA,NA,6e+05,2000
"140",48,2304,1,1,5,4,11,1,2,1,3,194.208921972393,0,194,70,6e+05,6e+05,6e+05,0,6,1,1,79,2,390,NA,NA,NA,NA,6e+05,2000
"141",21,441,0,1,6,1,2,0,1,0,3,194.208921972393,1,194,48,737717,837717,737717,0,7,1,0,19,3,11,737717,3586.12426757812,NA,3586.12426757812,737717,3586.12426757812
"142",30,900,0,1,6,1,3,0,1,0,2,263.1506421975,1,263,48,1e+06,1e+06,1e+06,0,7,1,0,15,1,0,1e+06,4861.111328125,NA,4861.111328125,1e+06,4861.111328125
